id,answer_start,answer,context,question,answer_end,is binding
240482,107,DASPK,"Allows users to solve differential algebraic equations in Ruby, using Ruby constructs. Interfaces with the DASPK Fortran library. DASPK solves DAE's of the form G(t,y,y',p) = 0",What is the source library of this binding?,112,True
2366951,-1,,mk-app-login,What is the source library of this binding?,-1,False
4766104,-1,,Lightweight Flutter UI Components built on Vant.,What is the source library of this binding?,-1,False
4348313,-1,,Halting panic implementation for MSP430 microcontrollers,What is the source library of this binding?,-1,False
742727,15,AWS,A Perl SDK for AWS (Amazon Web Services) APIs,What is the source library of this binding?,18,True
2381996,-1,,Open ID Connect client library for Laravel Framework,What is the source library of this binding?,-1,False
90356,-1,,Doctrine2 state machine behavior,What is the source library of this binding?,-1,False
2033318,-1,,RC5 block cipher,What is the source library of this binding?,-1,False
659618,-1,,Generate PNG graphical representations of Data Matrix barcodes,What is the source library of this binding?,-1,False
120655,-1,,Functions over System.FilePath including a find function for recursing down directories.,What is the source library of this binding?,-1,False
123849,-1,,Deprecated,What is the source library of this binding?,-1,False
3642781,62,Brayns,> A JavaScript/TypeScript interface for interacting with the [Brayns](https://github.com/BlueBrain/Brayns) rendering service.,What is the source library of this binding?,68,True
670888,15,HTML::PullParser,Wrapper around HTML::PullParser with awareness of tag nesting.,What is the source library of this binding?,31,True
4308852,-1,,Smart and flexible table component built with React and for React projects. based on React16 hooks and mobx-react-lite,What is the source library of this binding?,-1,False
29467,-1,,"The image library aims to provide server-side programs the ability to load, manipulate, and save various image file formats.",What is the source library of this binding?,-1,False
2609898,-1,,LokiFramework is my best framework,What is the source library of this binding?,-1,False
3582621,-1,,A library for building full-stack SPA webapps in Clojure and Clojurescript,What is the source library of this binding?,-1,False
2832926,-1,,The ZK elements,What is the source library of this binding?,-1,False
691280,-1,,Automatic Text Classification via Supervised Learning,What is the source library of this binding?,-1,False
613814,-1,,SyntaxHighlighter is an open source Java Script client side code syntax highlighter.,What is the source library of this binding?,-1,False
2242267,-1,,A collection of classes that help in writing NIO.2 file systems,What is the source library of this binding?,-1,False
3324167,-1,,ctx-core basic_auth,What is the source library of this binding?,-1,False
2586600,14,TensorFlow' Datasets,Interface to 'TensorFlow' Datasets,What is the source library of this binding?,34,True
3658036,-1,,A simple distributed caching provider based on csredis.,What is the source library of this binding?,-1,False
1076000,-1,,"An photo editing controller enable you to rotate, mosaic and clip a photo.",What is the source library of this binding?,-1,False
1122621,-1,,Stock Indices Components,What is the source library of this binding?,-1,False
1307257,-1,,Write callbacks for anlayzing json,What is the source library of this binding?,-1,False
3295902,-1,,"Common code containing search bar, spinner component and services.",What is the source library of this binding?,-1,False
2470619,0,Firebase Unity,Firebase Unity SDK / Analytics,What is the source library of this binding?,14,True
201517,-1,,fips-county-code provides two hashes for converting between state and county pairs to FIPS codes.    The FIPS county code is a five-digit Federal Information Processing Standards (FIPS).    It uniquely identifies counties and county equivalents in the United States.   This may be useful to you if you are processing voter data.,What is the source library of this binding?,-1,False
3943897,0,Turbot aws,Turbot aws-sdk wrapper.,What is the source library of this binding?,10,True
3828202,-1,,Amos Basic Layout,What is the source library of this binding?,-1,False
3263077,19,wdp-cli,Wrapper to control wdp-cli execution in cloud environments,What is the source library of this binding?,26,True
814677,-1,,Hiera backend for looking up secrets stored in Vault,What is the source library of this binding?,-1,False
3799410,-1,,A minimalist web server,What is the source library of this binding?,-1,False
2604741,-1,,Functional machine learning,What is the source library of this binding?,-1,False
636534,-1,,REST and JAXRS,What is the source library of this binding?,-1,False
2413810,-1,,A helper class for resolving paths to libraries and modules,What is the source library of this binding?,-1,False
1484847,-1,,a simple html entity module,What is the source library of this binding?,-1,False
4317332,-1,,Contra. for OpenAI Gym,What is the source library of this binding?,-1,False
2695470,-1,,Exposes a ResizeObserver polyfill and component mixin for your Ember App,What is the source library of this binding?,-1,False
83831,-1,,Revision graph visualizer for the Trac VCS browser,What is the source library of this binding?,42,False
985138,19,sensu,FIXME: wrapper for sensu API,What is the source library of this binding?,24,True
2111108,-1,,update dor fancybox,What is the source library of this binding?,-1,False
3041910,-1,,Streamline your TensorFlow workflow.,What is the source library of this binding?,-1,False
2236712,-1,,Composable iterators,What is the source library of this binding?,-1,False
2659332,-1,,A mini framework for pytorch,What is the source library of this binding?,-1,False
3168226,-1,,DeepLIFT (Deep Learning Important FeaTures),What is the source library of this binding?,-1,False
632396,0,Selenium,"Selenium is a set of different software tools each with a different approach to supporting browser automation. These tools are highly flexible, allowing many options for locating and manipulating elements within a browser, and one of its key features is the support for automating multiple browser platforms. This package contains the .NET bindings for the older, more procedural Selenium Remote Control (or Selenium RC) API. It requires a running instance of the Selenium Server, and uses JavaScript for automating the browser, which means it is limited to the functionality available from within the JavaScript sandbox. Note that version 3.1 will be the final version of this assembly available. Users can use WebDriverBackedSelenium, or migrate to WebDriver.",What is the source library of this binding?,8,True
2173473,-1,,Recognize faces from Python or from the command line,What is the source library of this binding?,-1,False
417679,-1,,"Pegasus is a framework for building robust, scalable service architectures using dynamic discovery and simple asychronous type-checked REST + JSON APIs.",What is the source library of this binding?,-1,False
207649,-1,,"Categorise Active Records in nested groups with magical scopes, ? methods, and constants.",What is the source library of this binding?,-1,False
2427095,-1,,This module provides promised methods for translating text using DeepL Translator (https://www.deepl.com/translator) undocumented API.,What is the source library of this binding?,-1,False
3342272,-1,,django-counter-field makes it extremely easy to denormalize and keep track of related model counts.,What is the source library of this binding?,-1,False
1158672,-1,,Parse a username:branch string that is available for Github commit comparison API,What is the source library of this binding?,-1,False
988746,-1,,SB Admin Bootstrap 3 Theme,What is the source library of this binding?,-1,False
4254237,16,Keras,"C# bindings for Keras on Linux - Keras.NET is a high-level neural networks API, capable of running on top of TensorFlow, CNTK, or Theano.",What is the source library of this binding?,21,True
213372,-1,,"Validates that a value is either an alfa-2 code, alfa-3 code, French name or English name",What is the source library of this binding?,-1,False
363047,-1,,I18n support for vraptor,What is the source library of this binding?,-1,False
3446819,-1,,Mapping a variable-length sentence to a fixed-length vector using BERT model (Server),What is the source library of this binding?,-1,False
61262,-1,,A module that imports a gtk-doc manual under a silverstripe page,What is the source library of this binding?,-1,False
2926470,-1,,This project aims to create a unified UI styled components for multiple development teams who work on the same web-based applications.,What is the source library of this binding?,-1,False
2576567,46,Android Onboarder,"Xamarin.Android Bindings for Cuneyt Ayyildiz' Android Onboarder, a simple and lightweight library to create beautiful introduction screens for your Android apps.",What is the source library of this binding?,63,True
3934207,-1,,WATCH ONLINE Game of Thrones Season 8 Episodes 5 Full Free S08E05 WATCH FULL EPISODES HERE,What is the source library of this binding?,-1,False
2439034,-1,,Building blocks for ClojureScript systems on top of Electron,What is the source library of this binding?,-1,False
1614596,-1,,"Lightweight fuzzy-search, in JavaScript http://fusejs.io/",What is the source library of this binding?,-1,False
4269104,-1,,Tools to jazz up your data.,What is the source library of this binding?,-1,False
4651111,-1,,npm util functions,What is the source library of this binding?,-1,False
2482286,-1,,Stop execution with rage.,What is the source library of this binding?,-1,False
2332074,-1,,Image based Turing test (CAPTCHA),What is the source library of this binding?,-1,False
3414146,-1,,The gravity sensor measures the force of gravity applied to the sensor built-in into the device and provides a three dimensional vector indicating the direction and magnitude of gravity,What is the source library of this binding?,-1,False
4695344,12,Logan,"Web SDK for Logan, supports log and report in H5 and browser environment.",What is the source library of this binding?,17,True
2555953,-1,,A user interface controls library for WPF,What is the source library of this binding?,-1,False
2715454,-1,,MNNetwork,What is the source library of this binding?,-1,False
73370,-1,,Initial feature release.,What is the source library of this binding?,-1,False
961068,0,wechat,"wechat4j, a easily usable wechat api wrapper in Java",What is the source library of this binding?,6,True
4343420,-1,,Please see the README on GitHub at https://github.com/portnov/chart-cli#readme,What is the source library of this binding?,-1,False
783255,-1,,Steps component for react,What is the source library of this binding?,-1,False
1854788,-1,,working issue hp printers customer support phone number 1-877-346-1604 usa working issue hp printers customer support phone number 1-877-346-1604 usa working issue hp printers customer support phone number 1-877-346-1604 usa working issue hp printers customer support phone number 1-877-346-1604 usa    hp printer technical support phone number phone number for hp printers hewlett packard printer support phone number hp printer support number hp printer helpline number 1-877-346-1604 usa hp printers support phone number 1-877-346-1604 usa hp printer help number 1-877-346-1604 usa hp printer support phone number usa 1-877-346-1604 usa hp printer warranty phone number 1-877-346-1604 usa hp printer phone number hp printer number 1-877-346-1604 usa phone number for hp printer support 1-877-346-1604 usa hp printer technical support phone number 1-877-346-1604 usa hp printer customer support number hp printer toll free number hp printer support phone number 1-877-346-1604 usa hewlett packard printer support phone number 1-877-346-1604 usa hp printers phone number hp printer customer care number hp printer tech support phone number hp printers support phone number hp printers customer service number hp printer number hp printer support telephone number hp printer contact number 1-877-346-1604 usa hp printers customer service number 1-877-346-1604 usa hp printer contact number hp printer help number hp printers phone number 1-877-346-1604 usa hp printer tech support phone number 1-877-346-1604 usa hp printers support number hp printer technical support number phone number for hp printer support hp printers support number 1-877-346-1604 usa hp printer customer support number 1-877-346-1604 usa hp printer customer service phone number hp printer 800 number 1-877-346-1604 usa hp printer customer service phone number 1-877-346-1604 usa hp printer help phone number 1-877-346-1604 usa hp printer support phone number hp printer suppor,What is the source library of this binding?,-1,False
1127339,-1,,Java 2D Game Engine,What is the source library of this binding?,-1,False
3186059,-1,,Reserved,What is the source library of this binding?,-1,False
2521139,0,ExpandableTextView,ExpandableTextView is an Xamarin.Android binding library that allows developers to easily create an TextView which can expand/collapse just like the Google Play's app description. Feel free to use it all you want in your Xamarin.Android apps provided that you cite this project.      This repackage fixes installation on VS For Mac by explicitly specifying the target framework. The original nuget package is located at https://www.nuget.org/packages/XamarinExpandableTextView,What is the source library of this binding?,18,True
2661483,-1,,C# COM Interop classes for use with SharpGenTools generated libraries,What is the source library of this binding?,-1,False
2398345,-1,,Crafter CMS Docs theme for Sphinx Doc,What is the source library of this binding?,-1,False
4703738,-1,,Dichiarazione Intrastat per l'Agenzia delle Dogane,What is the source library of this binding?,-1,False
1000079,-1,,"A CSV library for Clojure, using csvreader.com",What is the source library of this binding?,-1,False
2414668,20,GSKStretchyHeaderView,"Xamarin binding === GSKStretchyHeaderView allows you to add a stretchy header view (like Twitter's or Spotify's) to any existing UITableView and UICollectionView. There is no need inherit from custom view controllers, just create your custom header view and add it to your UITableView or UICollectionView. Creating a custom stretchy header view is as easy as inheriting from the base class or using Interface Builder.",What is the source library of this binding?,41,True
1841111,-1,,Monte-Carlo Methods for Prediction Functions,What is the source library of this binding?,-1,False
82523,-1,,"Access control (DbAcl, Rules, Simple) for the Lithium PHP framework",What is the source library of this binding?,-1,False
1184376,-1,,e2,What is the source library of this binding?,-1,False
4296239,-1,,"A keras-like API deep learning framework,realized by cupy",What is the source library of this binding?,-1,False
2683509,-1,,SV2: Support Vector Structural Variation Genotyper,What is the source library of this binding?,-1,False
2112584,-1,,A short description of ProtocolKit.,What is the source library of this binding?,-1,False
3965652,-1,,Rust implementation of the IOTA QuPLa (Qubic Programming Language).,What is the source library of this binding?,-1,False
65985,0,PredictionIO,PredictionIO Python SDK,What is the source library of this binding?,12,True
1789137,-1,,command line utility for marathon api requests,What is the source library of this binding?,-1,False
4447138,-1,,Color picker addon for remote ui package,What is the source library of this binding?,-1,False
2466388,-1,,Productivity and performance optimization tool for building applications with Sencha Ext JS and Sencha Touch.,What is the source library of this binding?,-1,False
1674789,-1,,Provides utiliy and common functionalities for Stems applications,What is the source library of this binding?,-1,False
1593480,0,Weex,WeexSDK Source.,What is the source library of this binding?,4,True
3756730,-1,,Time and memory tracking task manager for Machine Learning applications,What is the source library of this binding?,-1,False
2544198,-1,,SFTP Utils,What is the source library of this binding?,-1,False
4233453,-1,,[![Build Status](https://travis-ci.org/zuffik/ui.svg?branch=master)](https://travis-ci.org/zuffik/ui),What is the source library of this binding?,-1,False
721166,-1,,A lein plugin to compile scss to css.,What is the source library of this binding?,-1,False
4506707,-1,,Calculate confusion matrix metrics from your pandas DataFrame,What is the source library of this binding?,-1,False
4584997,-1,,VCard(3.0) parser,What is the source library of this binding?,-1,False
1854825,-1,,Watson Natural Language Classifier in Ruby,What is the source library of this binding?,-1,False
945789,-1,,An extension for UIView that makes working with Auto Layout easy.,What is the source library of this binding?,-1,False
2408455,-1,,"Provides a set of wave compilation tools (WaveExporter.CMD.exe, WaveConstantsCMD.exe)",What is the source library of this binding?,-1,False
998507,-1,,Fixed Effects Nonlinear Maximum Likelihood Models,What is the source library of this binding?,-1,False
3457258,-1,,a login library and check version.,What is the source library of this binding?,-1,False
682867,-1,,"SGIPerl extension for grabbing video, modifying images and display images",What is the source library of this binding?,-1,False
1522521,-1,,A module for setting the same height on given elements,What is the source library of this binding?,-1,False
3141480,-1,,DifferentiableCoproduct,What is the source library of this binding?,-1,False
768430,-1,,Automated Classification of Periodic Variable Stars Using Machine Learning,What is the source library of this binding?,-1,False
724321,0,libtidy,libtidy Objective-C wrapper.,What is the source library of this binding?,7,True
1606409,-1,,Provides animation for the BlinkStick project,What is the source library of this binding?,-1,False
36091,11,Boost random numbers,Wrapper to Boost random numbers,What is the source library of this binding?,31,True
3732850,-1,,Test package,What is the source library of this binding?,-1,False
3227471,-1,,utils just for myself,What is the source library of this binding?,-1,False
3193648,-1,,NodeJS module using brain.js to tell you if your font should be light or dark,What is the source library of this binding?,-1,False
2654763,-1,,Zero cost stack overflow protection for ARM Cortex-M devices,What is the source library of this binding?,-1,False
977595,-1,,patent-parsing-tools is a library providing tools for generating training and test set from Google's USPTO data helpful with for testing machine learning algorithms,What is the source library of this binding?,-1,False
1023406,-1,,Library to make simple operations,What is the source library of this binding?,-1,False
664250,-1,,locate Perl Modules in Debian repositories,What is the source library of this binding?,-1,False
209246,-1,,"A threadded web/app-server that focuses on threadding, shared ressources, speed and more.",What is the source library of this binding?,-1,False
3532321,-1,,Yellowbrick datasets management and deployment scripts.,What is the source library of this binding?,-1,False
1596765,-1,,A toolkit for making real world machine learning and data analysis applications in C++,What is the source library of this binding?,-1,False
4338637,18,Omikuji,"Python binding to Omikuji, an efficient implementation of Partioned Label Trees and its variations for extreme multi-label classification",What is the source library of this binding?,25,True
1583248,33,Google Maps,A utilities library for use with Google Maps SDK for iOS.,What is the source library of this binding?,44,True
154502,-1,,a guessing game that learns,What is the source library of this binding?,-1,False
1017761,-1,,FsReveal parses markdown or F# script files and generates reveal.js slides.,What is the source library of this binding?,-1,False
2292390,-1,,binary tree class,What is the source library of this binding?,-1,False
314049,-1,,Simple neural network library for browser and Node.js,What is the source library of this binding?,-1,False
4318678,-1,,A new Flutter package project.,What is the source library of this binding?,-1,False
119791,-1,,These utilities are used by Perdure and other internal Cognimeta products.   Please do not rely on these APIs. If parts of this are of interest to you please contact ppremont@cognimeta.com and we will consider creating a cleaner separate package.,What is the source library of this binding?,-1,False
2585206,-1,,Converting ICAL file into org-mode format.,What is the source library of this binding?,-1,False
3858431,-1,,A collection of CSS plugins.,What is the source library of this binding?,-1,False
4455511,48,AutoML,"Recommended Google client library to access the AutoML API, which allows you to train high-quality custom machine learning models with minimal effort and machine learning expertise.",What is the source library of this binding?,54,True
3815180,-1,,"Library to help the drawing process with OpenCV. Thought to add labels to the images. Classification of images, etc.",What is the source library of this binding?,-1,False
1616925,-1,,An easy way to use pull-to-refresh.,What is the source library of this binding?,-1,False
957216,-1,,"Spectra Viewer, Organizer, Data Preparation and Property Blocks",What is the source library of this binding?,-1,False
3736039,-1,,A customizable Rating Bar for flutter with half rating support,What is the source library of this binding?,-1,False
122068,-1,,"This is a generic programming library based on type classes and type families first described by Chakravarty et al. (see http://www.cse.unsw.edu.au/~chak/project/generics/). The current release implements the extensions to support indexed datatypes described in:     José Pedro Magalhães and Johan Jeuring. Generic Programming for Indexed Datatypes. Draft version, 2011. http://dreixel.net/research/pdf/gpid_draft.pdf ",What is the source library of this binding?,-1,False
693521,-1,,An R SVG Graphics Device with Dynamic Tips and Hyperlinks,What is the source library of this binding?,-1,False
186403,-1,,This plugin helps you setup and debug `ssh-agent` forwarding for Capistrano deployment. It peforms a number of checks on the local machine as well as on the servers. Report output with suggested next steps is provided in case there are any errors with the setup.,What is the source library of this binding?,-1,False
64146,-1,,A simple jQuery image cropping plugin,What is the source library of this binding?,-1,False
3108647,-1,,GraphQL PHP Lexer,What is the source library of this binding?,-1,False
689683,-1,,Extreme Gradient Boosting,What is the source library of this binding?,-1,False
3671355,-1,,Facebook AI Research Sequence-to-Sequence Toolkit,What is the source library of this binding?,-1,False
2650141,-1,,Base64 without padding,What is the source library of this binding?,-1,False
3510166,31,TinyTIFF,"tiny_tiff is a wrapper for the TinyTIFF C++ library. It enables easy reading and writing of uncompressed TIFF images with uint, int, and float data types.",What is the source library of this binding?,39,True
3414776,-1,,A Javascript library for running ONNX models on browsers and on Node.js,What is the source library of this binding?,-1,False
2143879,-1,,Markdown API Documentation Parser,What is the source library of this binding?,-1,False
1307463,49,Feather,Simple wrapper library to the Apache Arrow-based Feather File Format,What is the source library of this binding?,56,True
757145,-1,,KENTNL's DZil plugin testing tool,What is the source library of this binding?,-1,False
104726,-1,,Multisite Language Switcher,What is the source library of this binding?,-1,False
29921,-1,,That package contains elements to easilly wrap JS library in Dart.,What is the source library of this binding?,-1,False
2425100,-1,,Module for receiving feedback from website visitors. Answers to frequently asked questions.,What is the source library of this binding?,-1,False
916137,-1,,Files Cloud Backuper (FCB) automates the process of uploading files to cloud storage services,What is the source library of this binding?,-1,False
4585265,40,LoopBar,"Xamarin.Android Binding for Cleveroad's LoopBar, an Tap Bar with infinite scrolling. Make the navigation menu right at fingerprints, in a tab bar.",What is the source library of this binding?,47,True
4328957,-1,,create better-code,What is the source library of this binding?,-1,False
637764,-1,,A Java library for implementing the Service Locator design pattern.,What is the source library of this binding?,-1,False
119249,-1,,It uses highlighting-kate to highlight any code inside pre / code with a class attribute hinting the language. It's a proper middleware that works on any html document.,What is the source library of this binding?,-1,False
2198230,-1,,A convolutional neural network with SqueezeNet architecture,What is the source library of this binding?,-1,False
4295873,35,Featuretools,Interact with the 'Python' Module 'Featuretools',What is the source library of this binding?,47,True
2643500,-1,,High-performance runtime for data analytics applications,What is the source library of this binding?,-1,False
2566942,-1,,"A module to manage payroll books for Japanese companies. This enable to export data to tax withholding book, etc...",What is the source library of this binding?,-1,False
183615,27,jQuery File Upload,"This gem wraps the blueimp jQuery File Upload plugin as a Rails asset gem.  The plugin is by Sebastian Tschan, and the gem is packaged by Mike Virata-Stone.",What is the source library of this binding?,45,True
956810,-1,,Retrieves the CPAN Top100 data from http://ali.as/top100,What is the source library of this binding?,-1,False
681617,-1,,String Comparison Algorithm,What is the source library of this binding?,-1,False
629911,-1,,A set of libraries to speed up building web apps using MVC development stack.,What is the source library of this binding?,-1,False
215467,-1,,jQuery-UI-formbuilder is a Ruby on Rails FormBuilder DSL powered by jQuery-UI,What is the source library of this binding?,-1,False
256480,-1,,This is a Ruby program to run a funny game.,What is the source library of this binding?,-1,False
2133431,-1,,A creator for a Angular2 library working with angluar-cli (AoT) using the webpack bundler,What is the source library of this binding?,-1,False
631462,-1,,UNICOEN is a UNIfied COde ENgineering framework which analyzes and transforms source code supporting multiple programming languages.,What is the source library of this binding?,-1,False
1592637,-1,,"The Blis BLAS-like linear algebra library, as a self-contained C-extension.",What is the source library of this binding?,-1,False
2732514,-1,,Poll Slash Command for Mattermost.,What is the source library of this binding?,-1,False
1559411,34,Alfresco,JavaScript client library for the Alfresco REST API,What is the source library of this binding?,42,True
4371950,-1,,BuglyDynamic for components,What is the source library of this binding?,-1,False
3240870,-1,,A example of dynamically exlcuding modules on build time,What is the source library of this binding?,-1,False
3417974,-1,,A library for working with data submitted to the PDI.,What is the source library of this binding?,-1,False
124909,-1,,"This is a framework for creating commandline applications. It provides various features which give a polished feel to your application.   It is designed to encourage you to provide clear documentation and working examples. It implements default 'help' and 'man' commands for your application, which will layout help text and generate Unix-style man pages.   It provides special handling for applications of the form ''program command args'', the style of interaction common in revision control systems. It will dispatch to handler functions that you provide for each command, and also provide command-specific help to the user. ",What is the source library of this binding?,-1,False
663975,-1,,French language pack for Uplug,What is the source library of this binding?,-1,False
1188411,-1,,Reasoner for the description logic EL+.,What is the source library of this binding?,-1,False
2405186,13,OpenCV,Asynchronous OpenCV 3.x nodejs bindings with JavaScript and TypeScript API.,What is the source library of this binding?,19,True
3254221,-1,,IBM AI Fairness 360,What is the source library of this binding?,-1,False
76335,-1,,Templatize everything.,What is the source library of this binding?,-1,False
233703,-1,,Checks the suitability of your peers.,What is the source library of this binding?,-1,False
2203941,-1,,"mlpack is an intuitive, fast, scalable C++ machine learning library, meant to be a machine learning analog to LAPACK. It aims to implement a wide array of machine learning methods and functions as a swiss army knife for machine learning researchers.",What is the source library of this binding?,-1,False
3246151,-1,,A native mixpanel plugin.,What is the source library of this binding?,-1,False
3646925,-1,,Tensor2Tensor,What is the source library of this binding?,-1,False
955472,-1,,a simple switch statement for Perl,What is the source library of this binding?,-1,False
2593219,-1,,"Supported Platforms: • NETFramework   This package is unlisted and meant only for advanced users of LEADTOOLS.   For a list of packages that are configured with all of the required dependencies, please go to https://www.leadtools.com/downloads/nuget  To install the full LEADTOOLS Evaluation, please go to https://www.leadtools.com/downloads?category=main",What is the source library of this binding?,-1,False
936871,-1,,A pattern library generator for front-end projects.,What is the source library of this binding?,-1,False
164916,26,Kurento Media Server,JavaScript Client API for Kurento Media Server,What is the source library of this binding?,46,True
2544270,-1,,Microservice framework with powerful service discovery using Consul,What is the source library of this binding?,-1,False
4775870,-1,,Description of E2E.SymbolsPackage.200103.052905.5658916,What is the source library of this binding?,-1,False
2520567,11,Lykke.Service.Balances,Client for Lykke.Service.Balances API,What is the source library of this binding?,33,True
184593,-1,,"A port of the brain.js library, implementing a multilayer perceptron - a neural network for supervised learning.",What is the source library of this binding?,-1,False
1189057,-1,,Java implementation of JWT,What is the source library of this binding?,-1,False
719635,-1,,Gauche like debug reader,What is the source library of this binding?,-1,False
2543882,-1,,Check if number is prime.,What is the source library of this binding?,-1,False
3751394,-1,,Parsing JSON to Swift enum parsing library,What is the source library of this binding?,-1,False
1897117,49,Firebase,Javascript library for customizable UI on top of Firebase SDK,What is the source library of this binding?,57,True
1555292,-1,,Semantic UI for Hoplon,What is the source library of this binding?,-1,False
422695,-1,,Mobicents SIP Servlets Testing Archetypes,What is the source library of this binding?,-1,False
1427938,35,Erlang's JInterface,A Clojure-idiomatic wrapper around Erlang's JInterface,What is the source library of this binding?,54,True
121735,-1,,dot format graph generator for SuperCollider unit generator graphs constructed using hsc3.,What is the source library of this binding?,-1,False
609822,-1,,RazorMachine is a robust Razor 2.0/3.0 templating engine that supports layouts as well as a _viewStart construct like Asp.Net MVC,What is the source library of this binding?,-1,False
3344721,-1,,A toolkit for making real world machine learning and data analysis applications,What is the source library of this binding?,-1,False
3408181,-1,,Reinforcement Learning Coach enables easy experimentation with state of the art Reinforcement Learning algorithms.,What is the source library of this binding?,-1,False
1745453,-1,,This package has been deprecated.,What is the source library of this binding?,-1,False
2601468,-1,,Deep Neural Network Execution Framework for Web Browsers,What is the source library of this binding?,-1,False
2229996,-1,,#### basic test-coverage for  [countryjs (v1.6.1)](https://github.com/therebelrobot/countryjs)  [![npm package](https://img.shields.io/npm/v/npmtest-countryjs.svg?style=flat-square)](https://www.npmjs.org/package/npmtest-countryjs) [![travis-ci.org build-,What is the source library of this binding?,-1,False
2257335,-1,,"Utility to download files from CDNJS, jsDelivr or Google",What is the source library of this binding?,-1,False
995255,-1,,yuntongxun sms 云通讯短信,What is the source library of this binding?,-1,False
881120,-1,,Pure Javascript Multilingual OCR,What is the source library of this binding?,-1,False
4784753,-1,,Permite crear y realizar operaciones con la representación de los alimentos,What is the source library of this binding?,-1,False
689871,-1,,Spatio-Dynamic Wetland Plant Communities Model,What is the source library of this binding?,-1,False
691959,-1,,Robust Asymptotic Statistics,What is the source library of this binding?,-1,False
170977,-1,,Machine Learning library for Node.js,What is the source library of this binding?,-1,False
1172726,-1,,"A simple, dependency-free library that allows for event-based observation of collections. Provides a wrapper class for `Array` and `Hash` which uses the Observable module to raise events when the underlying collection is updated. ",What is the source library of this binding?,-1,False
837044,18,Mopidy/Spotify,Web interface for Mopidy/Spotify built on AngularJS,What is the source library of this binding?,32,True
668997,-1,,simple way of formatting a text,What is the source library of this binding?,-1,False
1420225,31,Referral SaaSquatch,The Objective-C version of the Referral SaaSquatch IOS SDK,What is the source library of this binding?,50,True
3321804,0,Swarm,Swarm client for node,What is the source library of this binding?,5,True
943252,-1,,A handful of useful helper functions to process data,What is the source library of this binding?,-1,False
3023889,-1,,Statistical learning and inference library,What is the source library of this binding?,-1,False
667845,-1,,safe clean blocks for variables,What is the source library of this binding?,-1,False
2715287,-1,,Library for performing MPCs for creating zk-SNARK public parameters,What is the source library of this binding?,-1,False
4255224,-1,,Soldai machine learning toolkit,What is the source library of this binding?,-1,False
185235,0,Business Insight,Business Insight API client,What is the source library of this binding?,16,True
3711583,-1,,How!!~ to Watch Fighting with My Family (2019) MOVIES Online FULL HD | 123MoviE FREE MOVIES? Click Link In READ ME Below!,What is the source library of this binding?,-1,False
3456396,-1,,Baseline libary for blackout nexus hooks.,What is the source library of this binding?,-1,False
3584965,-1,,systems. simplified,What is the source library of this binding?,-1,False
1869066,-1,,This is simple node module,What is the source library of this binding?,-1,False
4519116,37,Lottie,"Xamarin.Android Binding for Airbnb's Lottie, an Android library to render After Effects animations natively on Android",What is the source library of this binding?,43,True
3472397,18,telegram bot,A wrapper for the telegram bot API. Keeping backwards- and forwardscompatibility,What is the source library of this binding?,30,True
157546,-1,,A node.js notifier for honeybadger.io,What is the source library of this binding?,-1,False
3795632,-1,,"construct a ""two level"" minimal perfect hash",What is the source library of this binding?,-1,False
787764,-1,,"An opinionated, zero-configuration packager and debug server for React components and single-page apps",What is the source library of this binding?,-1,False
4265676,0,Intel® RealSenseTM,Intel® RealSenseTM SDK 2.0 is a cross-platform library for Intel® RealSenseTM depth cameras (D400 series and the SR300) and the T265 tracking camera.  This version automatically copies the required native realsense2.dll from Intel® RealSenseTM SDK 2.0 (build 2.30.0),What is the source library of this binding?,18,True
2125150,-1,,Grakn Core: The Knowledge Graph,What is the source library of this binding?,-1,False
731094,-1,,iOS networking operations.,What is the source library of this binding?,-1,False
2496514,-1,,Parent artifact for all Vespa maven projects.,What is the source library of this binding?,-1,False
2265777,-1,,TensorFlow project scaffolding,What is the source library of this binding?,10,False
2313873,-1,,A simple and fast download accelerator,What is the source library of this binding?,-1,False
4785871,-1,,ml save,What is the source library of this binding?,-1,False
343924,-1,,JSON Service implementation using the json-lib library,What is the source library of this binding?,-1,False
1732360,-1,,为UIControl添加分类，实现block回调,What is the source library of this binding?,-1,False
3477261,-1,,This tree structure is a binary merkle tree with branch compression via split indexes.,What is the source library of this binding?,-1,False
97219,-1,,Photo uploading and management made easy.,What is the source library of this binding?,-1,False
2490256,-1,,Command Line Interface (CLI) for Polyaxon.,What is the source library of this binding?,-1,False
961006,-1,,Plugin to incorporate classification algorithms from liblinear,What is the source library of this binding?,-1,False
2450029,-1,,PlayKitUtils -- utilities framework of common code base for playkit-ios,What is the source library of this binding?,-1,False
3450707,35,TVM,This library provides interface to TVM framework. Runtime FFI and experimental EDSL for defining models are included.,What is the source library of this binding?,38,True
193697,-1,,ID3-based implementation of the M.L. Decision Tree algorithm,What is the source library of this binding?,-1,False
4502108,-1,,...,What is the source library of this binding?,-1,False
1804418,-1,,Open Source OCR Engine,What is the source library of this binding?,-1,False
3321574,-1,,Bizhcarts basic charts,What is the source library of this binding?,-1,False
2279613,-1,,AI(DeepLearning) contents filter library for mastodon.,What is the source library of this binding?,-1,False
3160770,0,xLearn,xLearn Python Package,What is the source library of this binding?,6,True
2223950,0,milagro-crypto-c,milagro-crypto-c Rust wrappers. (c) Sovrin Fundation,What is the source library of this binding?,16,True
